BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
14-6852,2020-06-16 22:00:00,,2020-08-30 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,66,Restauration collective,CF_NIV_SUIV,False,False,91,,restauration lycée yourcenar
17-124275,2020-06-09 22:00:00,,2020-08-09 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,212,Matériel médical,CF_NIV_SUIV,False,False,13,,fourniture et maintenance d'un dermatoscope numérique mobile pour acquisition d'images polarisées
19-111885,2020-06-06 22:00:00,,2020-07-02 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,162,Informatique (matériel),CF_NIV_SUIV,False,False,974,,Mise en place d'une infrastructure informatique et d'une infrastructure de réseau pour la ville de Saint-Leu
19-111885,2020-06-06 22:00:00,,2020-07-02 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,163,Informatique (prestations de services),CF_NIV_SUIV,False,False,974,,Mise en place d'une infrastructure informatique et d'une infrastructure de réseau pour la ville de Saint-Leu
19-111885,2020-06-06 22:00:00,,2020-07-02 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,454,Informatique (maintenance serveurs et réseaux),CF_NIV_SUIV,False,False,974,,Mise en place d'une infrastructure informatique et d'une infrastructure de réseau pour la ville de Saint-Leu
19-193187,2019-12-30 23:00:00,,2020-03-01 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,365,Voirie,CF_NIV_SUIV,False,False,13,,"Aménagement des boulevards J. Mermoz, G. Deloustal, G. Voisin et du trottoir de l'avenue Maréchal Juin, commune de Saint-Victoret"
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,69,,produits d'entretien
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,1,,produits d'entretien
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,7,,produits d'entretien
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,26,,produits d'entretien
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,38,,produits d'entretien
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,42,,produits d'entretien
19-129813,2020-06-08 22:00:00,2020-07-07 11:00:00,2020-07-06 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,15,Articles à usage unique,CF_NIV_SUIV,False,True,73,,produits d'entretien
