BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
20-76985,False,False,False,True,False,False,False,,False,False,,,,False,"Le code de la commande publique (article R2122-3) prévoit que "" l'acheteur peut passer un marché sans publicité ni mise en concurrence préalables lorsque les travaux, fournitures ou services ne peuvent être fournis que par un opérateur économique déterminé, pour [...]'des raisons techniques' notamment. Ce modèle hydraulique est unique, et il a été développé spécifiquement pour étudier les impacts des projets fluviaux le long de l'Oise. La société ARTELIA est propriétaire de ce modèle hydraulique. VNF n'a pas acquis les droits de propriété intellectuelle de ce modèle construit depuis plusieurs années et il n'existe aujourd'hui sur le marché aucun autre modèle qui réunisse l'ensemble de ces données. Un autre prestataire aurait nécessiter plusieurs mois de développement (entre 6 et 12 mois environ) et des coûts bien au-delà de celui envisagé dans le cadre de ce marché."
20-77139,True,False,False,False,False,False,False,,False,False,,,,False,"La consultation en Appel d'Offre ouvert ayant été déclarée infructueuse pour ces lots. En application de l'article R2124-3, il a été préconisé de reconsulter ces lots en procédure négociée sans publicité avec négociation avec les candidats admis et à jour de leur pièces administratives"
20-77340,False,False,False,False,False,False,False,,False,False,,,,True,Il s'agit d'une procédure de Marché négocié sans publicité ni mise en concurrence passée conformément à l'article R 2322-5 du code de la commande publique
20-77443,False,False,False,False,False,True,False,,False,False,,,,False,"Ce marché est un marché passé sans publicité ni mise en concurrence préalables, conformément à larticle R2122-3 du code de la commande publique compte tenu que la société PUBLISKI détient lexclusivité des droits de commercialisation des espaces promotionnel et des prestations de communication des équipes de France de ski et de snowboard."
20-77941,False,False,False,False,False,False,False,,False,False,,,,True,"Ce marché, du fait de son objet, est passé selon une procédure adaptée pour laquelle la publication préalable d'un avis de marché au JOUE n'est pas obligatoire."
20-77991,False,False,False,False,False,False,False,,False,False,,,,True,Le contrat de ne relève pas du champ d'application de la directive
20-78027,False,False,False,False,False,False,True,,False,False,,,,False,Achats pour la gestion de la crise sanitaire due au Covid-19: équipements et matériels médicaux à destination des personnels soignants et des personnes en contact avec du public
20-78035,False,False,False,False,False,False,True,,False,False,,,,False,Achats pour la gestion de la crise sanitaire due au Covid-19: équipements et matériels médicaux à destination des personnes en contact avec du public
20-78294,False,False,False,False,False,True,False,,False,False,,,,False,"La société WATERS atteste être le distributeur exclusif équipements et pièces détachées associés. A ce titre elle atteste être la seule société habilitée à effectuer les opérations de maintenance, réparations et révision sur ces matériels et quaucune autre société ny est habilitée ou formée ; elle est également la seule société ayant les licences de mise à jour des logiciels propres à ces matériels.La société WATERS est aussi la seule société à pouvoir fournir les pièces détachées, accessoires et consommables dorigine nécessaire au fonctionnement et à lutilisation de ces matériels. La société WATERS atteste quelle fabrique et distribue de façon exclusive  les consommables, accessoires, utilisés exclusivement sur ces équipements. "
20-78349,False,False,False,False,False,True,False,,False,False,,,,False,"La société CHARLES RIVERS  atteste être le fabricant et distributeur exclusif pour les équipements de l'AP-HM, ainsi que pour les pièces détachées, consommables et accessoires associés. A ce titre elle atteste être la seule société habilitée à effectuer les opérations de maintenance, réparations et révision sur ces matériels et quaucune autre société ny est habilitée ou formée ; elle est également la seule société ayant les licences de mise à jour des logiciels propres à ces matériels.La société CHARLES RIVERS  atteste également être la seule société à pouvoir fournir les pièces détachées, consommables et accessoires associés nécessaires au fonctionnement et à lutilisation de ces équipements. La société CHARLES RIVERS  atteste quelle fabrique et distribue de façon exclusive les pièces, détachées, consommables et accessoires utilisés sur ces équipements. "
20-78654,False,False,True,False,False,False,False,,False,False,,,,False,Il n'existe pas sur le marché de fournisseur proposant ce type d'équipement. De plus la société CH4NGE possède un savoir-faire et une expertise indispensable au succès de ce projet.Il s'agira d'un pilote utile pour des travaux de recherche. Le but est de démontrer la faisabilité de la montée en échelle et la production de petites séries. Aucun objectif de rentabilité n'est recherché ni d'amortissement des couts.
20-78721,True,False,False,False,False,False,False,,False,False,,,,False,"La procédure fait suite à l'infructuosité de la précédente procédure d'appel d'offres ouvert ayant pour objet ' Maintenance, réparations, renouvellement, fourniture et installation des matériels de cuisine et de laverie .'"
